ID_corrected	Equa_BiGG_Corrected	Genes	LB	UB
HADPCOADH3	1 nadh_c + 1 oxadpcoa_c + 1 h_c <==> 1 3hadpcoa_c + 1 nad_c	((1185660.4.peg.1538 and (1185660.4.peg.1548 or 1185660.4.peg.2234)) or (1185660.4.peg.1548 or 1185660.4.peg.2234))	-1000	1000
HCO3E	1 co2_c + 1 h2o_c <==> 1 h_c + 1 hco3_c	(1185660.4.peg.1437 or 1185660.4.peg.1327 or 1185660.4.peg.4248 or 1185660.4.peg.1462)	-1000	1000
HDC	1 his__L_c + 1 h_c <==> 1 co2_c + 1 hista_c	1185660.4.peg.850	-1000	1000
HDCAt2	1 h_e + 1 hdca_e <==> 1 h_c + 1 hdca_c	1185660.4.peg.14	-1000	1000
HDH	2 nadh_c + 1 his__L_c + 3 h_c <==> 1 histd_c + 1 h2o_c + 2 nad_c	1185660.4.peg.1873	-1000	1000
HEPK1	1 h_c + 1 phhlipa_c + 1 adp_c <-- 1 hhlipa_c + 1 atp_c	Unknown	-1000	0
HEPK2	1 h_c + 1 phphhlipa_c + 1 adp_c <-- 1 atp_c + 1 hphhlipa_c	Unknown	-1000	0
HEPT1	1 h_c + 1 hlipa_c + 1 adp_c <-- 1 adphep_LD_c + 1 lipa_c	Unknown	-1000	0
HEPT2	1 h_c + 1 hhlipa_c + 1 adp_c <==> 1 hlipa_c + 1 adphep_LD_c	1185660.4.peg.1094	-1000	1000
HEPT3	1 h_c + 1 hphhlipa_c + 1 adp_c <-- 1 phhlipa_c + 1 adphep_LD_c	Unknown	-1000	0
HEPT4	1 h_c + 1 colipa_c + 1 adp_c <-- 1 gggagicolipa_c + 1 adphep_LD_c	Unknown	-1000	0
HEX1	1 g6p_c + 1 h_c + 1 adp_c <-- 1 atp_c + 1 glc__D_c	1185660.4.peg.2337	-1000	0
HEXTT	1 hexdp_c + 1 ipdp_c --> 1 ppi_c + 1 hepdp_c	(1185660.4.peg.3117 or 1185660.4.peg.2670)	0	1000
HGNTOR	1 h_c + 1 4mlacac_c <==> 1 hgentis_c + 1 o2_c	1185660.4.peg.426	-1000	0
HIBDkt	1 nadh_c + 1 h_c + 1 mmsa_c <==> 1 3hmp_c + 1 nad_c	(1185660.4.peg.1540 or (1185660.4.peg.2234 or 1185660.4.peg.1548) or 1185660.4.peg.1540)	-1000	1000
HISDr	1 his__L_c --> 1 urcan_c + 1 nh4_c	1185660.4.peg.1498	0	1000
HISTP	1 histd_c + 1 pi_c <-- 1 hisp_c + 1 h2o_c	1185660.4.peg.1875	-1000	0
HIUH	1 5hiu_c + 1 h2o_c --> 1 5houdic_c + 1 h_c	1185660.4.peg.2015	0	1000
HKt	1 h_c + 1 adp_c + 1 k_c + 1 pi_c <-- 1 h2o_c + 1 atp_c + 1 k_e	(1185660.4.peg.786 or 1185660.4.peg.785 or 1185660.4.peg.787)	-1000	0
HKYNH	1 h_c + 1 ala__L_c + 1 3hanthrn_c <-- 1 h2o_c + 1 hLkynr_c	1185660.4.peg.1458	-1000	0
HMBS	1 h2o_c + 4 ppbng_c --> 1 hmbil_c + 4 nh4_c	1185660.4.peg.646	0	1000
HMGL	1 acac_c + 1 accoa_c <==> 1 hmgcoa_c	(1185660.4.peg.1896 or 1185660.4.peg.1897)	-1000	1000
HPPK2	1 6hmhptpp_c + 1 amp_c + 1 h_c <-- 1 atp_c + 1 6hmhpt_c	(1185660.4.peg.721 or 1185660.4.peg.1825)	-1000	0
HPYRDC	1 co2_c + 1 gcald_c <==> 1 h_c + 1 hpyr_c	(1185660.4.peg.3063 or 1185660.4.peg.800)	-1000	1000
HSDH	1 h_c + 1 aspsa_c + 1 nadph_c <==> 1 hom__L_c + 1 nadp_c	((1185660.4.peg.1860 or 1185660.4.peg.2759) or (1185660.4.peg.2759 or 1185660.4.peg.1860))	0	1000
HSDx	1 nadh_c + 1 h_c + 1 aspsa_c <==> 1 hom__L_c + 1 nad_c	((1185660.4.peg.2759 or 1185660.4.peg.1860) or (1185660.4.peg.2759 or 1185660.4.peg.1860))	0	1000
HSERTA	1 coa_c + 1 achms_c <-- 1 accoa_c + 1 hom__L_c	(1185660.4.peg.2761 or 1185660.4.peg.1988 or 1185660.4.peg.2762)	-1000	0
HSK	1 phom_c + 1 h_c + 1 adp_c <-- 1 hom__L_c + 1 atp_c	1185660.4.peg.1861	-1000	0
HSPMS	2 ptrc_c <==> 1 hspmd_c + 1 nh4_c	1185660.4.peg.2760	-1000	1000
Ht	1 h_e <==> 1 h_c	Unknown	-1000	1000
HXAND	1 nadh_c + 1 xan_c + 1 h_c <-- 1 hxan_c + 1 h2o_c + 1 nad_c	(1185660.4.peg.1213 or 1185660.4.peg.3113)	-1000	0
HXANt2pp	1 h_e + 1 hxan_e <==> 1 h_c + 1 hxan_c	1185660.4.peg.307	-1000	1000
HXPRT	1 ppi_c + 1 imp_c <-- 1 hxan_c + 1 prpp_c	1185660.4.peg.1567	-1000	0
HYD1	2 h_e + 1 q8h2_c <-- 2 h_c + 1 h2_c + 1 q8_c	(Unknown and Unknown and Unknown and Unknown and Unknown and Unknown and Unknown and Unknown and Unknown and 1185660.4.peg.1992)	-1000	0
IBPHn	1 mi34p_c + 1 h2o_c <==> 1 mi3p__D_c + 1 pi_c	(1185660.4.peg.2792 or 1185660.4.peg.2793)	-1000	1000
ICDHx	1 nadh_c + 1 co2_c + 1 akg_c <-- 1 icit_c + 1 nad_c	1185660.4.peg.1077	-1000	0
ICH	1 imp_c + 1 h2o_c <==> 1 fprica_c	(1185660.4.peg.495 and 1185660.4.peg.495)	-1000	1000
ICL	1 succ_c + 1 glx_c <==> 1 icit_c	1185660.4.peg.242	-1000	0
IDPh	1 ppi_c + 1 h2o_c --> 1 h_c + 2 pi_c	1185660.4.peg.3270	0	1000
IDS1	1 h_c + 1 h2mb4p_c + 1 nadph_c --> 1 h2o_c + 1 nadp_c + 1 ipdp_c	1185660.4.peg.2972	0	1000
IG3PS	1 prlp_c + 1 gln__L_c --> 1 eig3p_c + 1 h_c + 1 aicar_c + 1 glu__L_c	((1185660.4.peg.1876 and 1185660.4.peg.1878) or 1185660.4.peg.706)	0	1000
IGPDH	1 eig3p_c --> 1 imacp_c + 1 h2o_c	(1185660.4.peg.1875 or (1185660.4.peg.4405 or 1185660.4.peg.3491))	0	1000
IGPS	1 co2_c + 1 h2o_c + 1 3ig3p_c <-- 1 2cpr5p_c + 1 h_c	1185660.4.peg.454	-1000	0
IMACTD	1 nadh_c + 1 im4ac_c + 2 h_c <-- 1 im4act_c + 1 h2o_c + 1 nad_c	(1185660.4.peg.4081 or 1185660.4.peg.4079 or 1185660.4.peg.4080 or 1185660.4.peg.911)	-1000	0
IMDHT	1 2ippm_c + 1 h2o_c <==> 1 3c3hmp_c	(1185660.4.peg.3286 or (Unknown and 1185660.4.peg.3286))	-1000	1000
IMDHT_3c2hmp	1 2ippm_c + 1 h2o_c <==> 1 3c2hmp_c	(1185660.4.peg.3286 or (Unknown and 1185660.4.peg.3286))	-1000	1000
IMPD	1 nadh_c + 1 h_c + 1 xmp_c <==> 1 imp_c + 1 h2o_c + 1 nad_c	(1185660.4.peg.2768 or 1185660.4.peg.2393)	-1000	1000
INSH	1 hxan_c + 1 rib__D_c <-- 1 h2o_c + 1 ins_c	(1185660.4.peg.1160 or 1185660.4.peg.305 or 1185660.4.peg.3218)	-1000	0
INSt2	1 h_e + 1 ins_e <==> 1 h_c + 1 ins_c	1185660.4.peg.866	-1000	1000
IPDPS	1 nadh_c + 1 h_c + 1 h2mb4p_c --> 1 h2o_c + 1 ipdp_c + 1 nad_c	1185660.4.peg.2972	0	1000
IPMD	1 nadh_c + 1 3c4mop_c + 1 h_c <==> 1 3c2hmp_c + 1 nad_c	(1185660.4.peg.3285 or 1185660.4.peg.3285)	-1000	1000
IPPS	1 coa_c + 1 h_c + 1 3c3hmp_c <-- 1 accoa_c + 1 3mob_c + 1 h2o_c	1185660.4.peg.3284	-1000	0
ITCY	1 h_c + 1 cmp_c + 1 idp_c <==> 1 cytd_c + 1 itp_c	1185660.4.peg.2405	-1000	1000
IZPN	1 h2o_c + 1 4iz5pp_c --> 1 forglu_c	(1185660.4.peg.1499 or 1185660.4.peg.3883)	0	1000
KARI	1 2ahbut_c <==> 1 3hmop_c	(1185660.4.peg.3280 or 1185660.4.peg.3280)	-1000	1000
KARI_23dhmb	1 23dhmb_c + 1 nadp_c <==> 1 3hmoa_c + 1 h_c + 1 nadph_c	(1185660.4.peg.3280 or 1185660.4.peg.3280)	-1000	1000
KARI_23dhmp	1 3hmop_c + 1 h_c + 1 nadph_c <==> 1 23dhmp_c + 1 nadp_c	(1185660.4.peg.3280 or 1185660.4.peg.3280)	-1000	1000
KARI_3hmoa	1 alac__S_c <==> 1 3hmoa_c	1185660.4.peg.3280	-1000	1000
KDOCT	1 ppi_c + 1 ckdo_c <-- 1 ctp_c + 1 kdo_c	(1185660.4.peg.2317 or (1185660.4.peg.1658 or 1185660.4.peg.503))	-1000	0
KDOPP	1 kdo8p_c + 1 h2o_c --> 1 kdo_c + 1 pi_c	1185660.4.peg.2695	0	1000
KDOPS	1 ara5p_c + 1 h2o_c + 1 pep_c --> 1 kdo8p_c + 1 pi_c	1185660.4.peg.1759	0	1000
Kt1	1 k_e --> 1 k_c	1185660.4.peg.1275	0	1000
KYN3OX	1 h_c + 1 Lkynr_c + 1 o2_c + 1 nadph_c --> 1 h2o_c + 1 hLkynr_c + 1 nadp_c	1185660.4.peg.1457	0	1000
L_LACD2	1 lac__L_c + 1 q8_c --> 1 q8h2_c + 1 pyr_c	1185660.4.peg.109	0	1000
L_LACD3	1 lac__L_c + 1 mqn8_c --> 1 mql8_c + 1 pyr_c	1185660.4.peg.109	0	1000
L_LACDcm	2 ficytC_c + 1 lac__L_c <==> 2 h_c + 1 pyr_c + 2 focytC_c	1185660.4.peg.109	-1000	1000
LCADi	1 nadh_c + 1 lac__L_c + 2 h_c <==> 1 lald__L_c + 1 h2o_c + 1 nad_c	1185660.4.peg.1853	-1000	1000
LDH_L	1 nadh_c + 1 h_c + 1 pyr_c <==> 1 lac__L_c + 1 nad_c	(1185660.4.peg.109 or 1185660.4.peg.109)	-1000	1000
LPLIPAL1A120pp	1 h_c + 1 ddca_c + 1 glyc3p_c <==> 1 h2o_c + 1 1ddecg3p_c	1185660.4.peg.477	0	1000
LPLIPAL1A140pp	1 h_c + 1 ttdca_c + 1 glyc3p_c <==> 1 h2o_c + 1 1tdecg3p_c	1185660.4.peg.477	-1000	1000
LPLIPAL1A141pp	1 h_c + 1 glyc3p_c + 1 ttdcea_c <-- 1 h2o_c + 1 1tdec7eg3p_c	1185660.4.peg.477	-1000	0
LPLIPAL1A160pp	1 hdca_c + 2 h_c + 1 glyc3p_c <==> 1 h2o_c + 1 1hdecg3p_c	1185660.4.peg.477	0	1000
LPLIPAL1A180pp	1 h_c + 1 ocdca_c + 1 glyc3p_c <==> 1 h2o_c + 1 1odecg3p_c	1185660.4.peg.477	0	1000
LPLIPAL2A120	2 h_c + 1 ddca_c + 1 glyc3p_c <==> 1 h2o_c + 1 2ddecg3p_c	1185660.4.peg.477	0	1000
LPLIPAL2A140	2 h_c + 1 ttdca_c + 1 glyc3p_c <==> 1 h2o_c + 1 2tdecg3p_c	1185660.4.peg.477	-1000	1000
LPLIPAL2A141	1 h_c + 1 glyc3p_c + 1 ttdcea_c <-- 1 h2o_c + 1 2tdec7eg3p_c	1185660.4.peg.477	-1000	0
LPLIPAL2A160	1 hdca_c + 1 h_c + 1 glyc3p_c <==> 1 h2o_c + 1 2hdecg3p_c	1185660.4.peg.477	0	1000
LPLIPAL2A180	1 h_c + 1 ocdca_c + 1 glyc3p_c <==> 1 h2o_c + 1 2odecg3p_c	1185660.4.peg.477	0	1000
LPLIPAL2E160	1 hdca_c + 1 h_c + 1 g3pe_c <==> 1 h2o_c + 1 2agpe160_c	1185660.4.peg.477	-1000	1000
LPLIPAL2E180	1 h_c + 1 ocdca_c + 1 g3pe_c <==> 1 h2o_c + 1 2agpe180_c	1185660.4.peg.477	-1000	1000
LTDCL	1 co2_c + 1 trypta_c <-- 1 h_c + 1 trp__L_c	1185660.4.peg.850	-1000	0
LYSRC	1 lys__L_c <==> 1 lys__D_c	1185660.4.peg.1548	-1000	1000
LYSt2m	1 h_e + 1 lys__L_c <==> 1 h_c + 1 lys__L_e	1185660.4.peg.2865	-1000	1000
MALS	1 coa_c + 1 h_c + 1 mal__L_c <-- 1 accoa_c + 1 h2o_c + 1 glx_c	1185660.4.peg.241	-1000	0
MALT	1 malt_c + 1 h2o_c --> 2 glc__D_c	((1185660.4.peg.2522 or 1185660.4.peg.4068) or (1185660.4.peg.2526 or 1185660.4.peg.3193 or 1185660.4.peg.1813))	0	1000
MALt2_2	2 h_e + 1 mal__L_e <==> 2 h_c + 1 mal__L_c	1185660.4.peg.3301	-1000	1000
MALTabc	1 malt_e + 1 h2o_c + 1 atp_c --> 1 malt_c + 1 h_c + 1 adp_c + 1 pi_c	1185660.4.peg.2334	0	1000
MALTpts	1 malt_e + 1 pep_c <==> 1 malt6p_c + 1 pyr_c	(Unknown and Unknown and (1185660.4.peg.2706 or 1185660.4.peg.2139) and Unknown)	-1000	1000
MAN1PT2	1 h_c + 1 gdp_c + 1 man1p_c <==> 1 gdpmann_c + 1 pi_c	(1185660.4.peg.3417 or 1185660.4.peg.3417)	-1000	1000
MAN6PI	1 man6p_c <==> 1 f6p_c	1185660.4.peg.3417	-1000	1000
MANAO	1 mana_c + 1 nad_c <==> 1 nadh_c + 1 fruur_c + 1 h_c	1185660.4.peg.4073	-1000	1000
MANpts	1 man_e + 1 pep_c <==> 1 pyr_c + 1 man6p_c	(Unknown and Unknown and Unknown and (1185660.4.peg.2706 or 1185660.4.peg.2139) and 1185660.4.peg.2704)	-1000	1000
MATm	1 ppi_c + 1 amet_c + 1 pi_c <-- 1 h2o_c + 1 atp_c + 1 met__L_c	1185660.4.peg.859	-1000	0
MCCC	1 h_c + 1 3mgcoa_c + 1 adp_c + 1 pi_c <==> 1 3mb2coa_c + 1 atp_c + 1 hco3_c	(1185660.4.peg.254 or (Unknown and 1185660.4.peg.255))	-1000	1000
MCITD	1 2mcacn_c + 1 h2o_c <==> 1 2mcit_c	1185660.4.peg.1155	-1000	1000
MCITL2	1 micit_c <==> 1 pyr_c + 1 succ_c	1185660.4.peg.1153	-1000	1000
MCITS	1 coa_c + 1 h_c + 1 2mcit_c <-- 1 h2o_c + 1 oaa_c + 1 ppcoa_c	(1185660.4.peg.1154 or 1185660.4.peg.241)	-1000	0
MCLOR	1 nadh_c + 1 mercppyr_c + 1 h_c <==> 1 mercplac_c + 1 nad_c	1185660.4.peg.109	-1000	1000
MCOATA	1 coa_c + 1 malACP_c <==> 1 h_c + 1 malcoa_c + 1 ACP_c	1185660.4.peg.1142	-1000	1000
MCPST	1 mercppyr_c + 1 cyan_c <==> 1 pyr_c + 1 tcynt_c	1185660.4.peg.1115	-1000	1000
MCS	1 2mecdp_c + 1 cmp_c <==> 1 2p4c2me_c	1185660.4.peg.1764	-1000	1000
MCSNAH	1 h_c + 1 h2o_c + 1 5mcsn_c --> 1 thym_c + 1 nh4_c	1185660.4.peg.664	0	1000
MDH	1 nadh_c + 1 h_c + 1 oaa_c <==> 1 nad_c + 1 mal__L_c	(1185660.4.peg.1036 or 1185660.4.peg.1036)	-1000	0
MDHC_nadp_hr	1 co2_c + 1 pyr_c + 1 nadph_c <-- 1 nadp_c + 1 mal__L_c	1185660.4.peg.3300	-1000	0
MECDPDH2	1 nadh_c + 1 2mecdp_c --> 1 h2o_c + 1 h2mb4p_c + 1 nad_c	1185660.4.peg.1843	0	1000
METabc	1 h_c + 1 met__L_c + 1 adp_c + 1 pi_c <-- 1 h2o_c + 1 atp_c + 1 met__L_e	(1185660.4.peg.3743 and 1185660.4.peg.3742 and Unknown)	-1000	0
METDabc	1 met__D_e + 1 h2o_c + 1 atp_c --> 1 met__D_c + 1 h_c + 1 adp_c + 1 pi_c	(Unknown and 1185660.4.peg.3742 and 1185660.4.peg.3743)	0	1000
METSOX1abcpp	1 h_c + 1 metsox_S__L_c + 1 adp_c + 1 pi_c <-- 1 metsox_S__L_e + 1 h2o_c + 1 atp_c	(1185660.4.peg.3742 and 1185660.4.peg.3743 and Unknown)	-1000	0
METSOXR1	1 trdox_c + 1 h2o_c + 1 met__L_c <==> 1 metsox_S__L_c + 1 trdrd_c	1185660.4.peg.930	-1000	1000
MG2abc	1 h_c + 1 mg2_c + 1 adp_c + 1 pi_c <-- 1 h2o_c + 1 atp_c + 1 mg2_e	Unknown	-1000	0
MG2t	1 mg2_e --> 1 mg2_c	1185660.4.peg.2098	0	1000
MGC	1 hmgcoa_c <==> 1 h2o_c + 1 3mgcoa_c	(1185660.4.peg.1900 or 1185660.4.peg.1900)	-1000	1000
MI1PP	1 inost_c + 1 pi_c <-- 1 h2o_c + 1 mi1p__D_c	1185660.4.peg.2036	-1000	0
MI3PP	1 inost_c + 1 pi_c <-- 1 h2o_c + 1 mi3p__D_c	1185660.4.peg.2036	-1000	0
MI4PP	1 inost_c + 1 pi_c <-- 1 mi4p__D_c + 1 h2o_c	1185660.4.peg.2036	-1000	0
MICITDr	1 micit_c <==> 1 2mcacn_c + 1 h2o_c	1185660.4.peg.1925	-1000	1000
MIHKPP	1 h2o_c + 1 minohp_c <==> 1 mi12356p_c + 1 pi_c	(1185660.4.peg.455 or 1185660.4.peg.1624)	-1000	1000
MMSAD3	1 nadh_c + 1 co2_c + 1 accoa_c <==> 1 coa_c + 1 msa_c + 1 nad_c	1185660.4.peg.1536	-1000	1000
MMSDH	1 nadh_c + 1 co2_c + 1 ppcoa_c <==> 1 coa_c + 1 nad_c + 1 mmsa_c	1185660.4.peg.1536	-1000	1000
MN2t3pp	1 h_e + 1 mn2_e --> 1 h_c + 1 mn2_c	1185660.4.peg.2366	0	1000
MNXR10704	1 coa_c + 1 h_c + 1 MNXM72_c <==> 1 h2o_c + 1 acoa_c	1185660.4.peg.4235	-1000	1000
MNXR10705	1 coa_c + 1 arachd_c + 1 h_c <==> 1 h2o_c + 1 arachdcoa_c	1185660.4.peg.2982	-1000	1000
MNXR12173	1 nadh_c + 1 h_c + 1 MNXM4972_c <==> 1 MNXM4910_c + 1 nad_c	(1185660.4.peg.3115 or 1185660.4.peg.3035 or 1185660.4.peg.2389 or 1185660.4.peg.29 or 1185660.4.peg.180)	-1000	1000
MNXR14387	1 leu__L_c + 1 ala__L_c <-- 1 MNXM15786_c + 1 h2o_c	((1185660.4.peg.1672 or 1185660.4.peg.3572) or 1185660.4.peg.3472 or 1185660.4.peg.3347 or 1185660.4.peg.231 or 1185660.4.peg.3858 or 1185660.4.peg.231)	-1000	0
MNXR14507	2 glc_bD_c <-- 1 h2o_c + 1 cellb_c	((1185660.4.peg.1420 or 1185660.4.peg.1308 or 1185660.4.peg.3662) or 1185660.4.peg.1833 or 1185660.4.peg.2802)	-1000	0
MNXR14578	1 accoa_c + 1 oaa_c <==> 1 pyr_c + 1 malcoa_c	1185660.4.peg.3128	-1000	1000
MNXR14719	1 nadh_c + 1 co2_c + 1 2obut_c <==> 1 r3mmal_c + 1 nad_c	1185660.4.peg.3285	-1000	1000
MNXR14762	1 h2o_c + 1 MNXM5839_c <==> 1 MNXM381_c + 1 MNXM72_c	1185660.4.peg.3164	-1000	1000
MNXR14768	1 MNXM123_c + 1 ser__L_c <==> 1 h2o_c + 1 MNXM7231_c	((1185660.4.peg.4405 or 1185660.4.peg.3491) or (1185660.4.peg.3491 or 1185660.4.peg.4405))	-1000	1000
MNXR15065	1 h_c + 1 succ_c + 1 MNXM7231_c <==> 1 cys__L_c + 1 suchms_c	1185660.4.peg.2760	-1000	1000
MNXR15262	1 MNXM1263_c + 1 adp_c + 1 pi_c <==> 1 coa_c + 1 atp_c + 1 3hpp_c	1185660.4.peg.1539	-1000	1000
MNXR15436	1 nadh_c + 1 h_c + 1 MNXM764_c <==> 1 MNXM1698_c + 1 nad_c	1185660.4.peg.2630	-1000	1000
MNXR15510	1 MNXM1183_c + 1 gly_c <==> 1 gdchola_c + 1 h2o_c	(1185660.4.peg.1822 or 1185660.4.peg.2057 or 1185660.4.peg.3651)	-1000	1000
MNXR15609	1 2ameph_c + 1 h2o2_c <==> 1 h_c + 1 etha_c + 1 pi_c	1185660.4.peg.2210	-1000	1000
MNXR15641	1 MNXM1873_c --> 1 h_c + 1 h2o_c + 1 thdp_c	Unknown	0	1000
MNXR15642	1 nadh_c + 2 h_c + 1 MNXM2480_c <==> 1 MNXM2566_c + 1 nad_c	1185660.4.peg.337	-1000	1000
MNXR15797	1 nadh_c + 1 xol7ah2al_c + 1 h_c <==> 1 xol7ah3_c + 1 nad_c	(1185660.4.peg.2389 or 1185660.4.peg.3115 or 1185660.4.peg.3035 or 1185660.4.peg.180 or 1185660.4.peg.29)	-1000	1000
MNXR15867	1 2ohph_c + 1 h2o_c + 1 nadp_c <-- 1 2oph_c + 1 h_c + 1 o2_c + 1 nadph_c	(1185660.4.peg.1278 or 1185660.4.peg.1781 or 1185660.4.peg.224)	-1000	0
MNXR1587	1 h2o_c + 1 dhpt_c <-- 1 4abz_c + 1 6hmhpt_c	1185660.4.peg.1775	-1000	0
MNXR15972	1 nadh_c + 1 h_c + 1 MNXM5312_c <==> 1 MNXM6087_c + 1 nad_c	(1185660.4.peg.180 or 1185660.4.peg.29 or 1185660.4.peg.2389 or 1185660.4.peg.3035 or 1185660.4.peg.3115)	-1000	1000
MNXR15973	1 nadh_c + 1 h_c + 1 MNXM6216_c <==> 1 MNXM5676_c + 1 nad_c	(1185660.4.peg.29 or 1185660.4.peg.180 or 1185660.4.peg.3035 or 1185660.4.peg.3115 or 1185660.4.peg.2389)	-1000	1000
MNXR160	1 MNXM1263_c + 1 h2o_c <==> 1 coa_c + 1 h_c + 1 3hpp_c	1185660.4.peg.1539	-1000	1000
MNXR16018	1 nadh_c + 1 MNXM1854_c + 1 h_c <==> 1 fald_c + 1 MNXM590_c + 1 nad_c	1185660.4.peg.2630	-1000	1000
MNXR16204	1 nadh_c + 1 h_c + 1 MNXM5635_c <==> 1 hmpscoa_c + 1 nad_c	(1185660.4.peg.1548 or 1185660.4.peg.2234)	-1000	1000
MNXR16236	1 nadh_c + 1 MNXM1129_c + 2 h_c + 1 o2_c --> 1 co2_c + 1 h2o_c + 1 MNXM842_c + 1 nad_c	(1185660.4.peg.2440 or 1185660.4.peg.1705)	0	1000
MNXR16239	1 nadh_c + 1 MNXM1129_c + 2 h_c <==> 1 h2o_c + 1 MNXM6614_c + 1 nad_c	1185660.4.peg.2630	-1000	1000
MNXR16307	1 nadh_c + 1 MNXM1213_c + 1 co2_c <==> 1 phthr_c + 1 nad_c	1185660.4.peg.895	-1000	1000
MNXR16994	1 nadh_c + 1 h_c + 1 MNXM6043_c <==> 1 MNXM6494_c + 1 nad_c	(1185660.4.peg.29 or 1185660.4.peg.180 or 1185660.4.peg.3115 or 1185660.4.peg.3035 or 1185660.4.peg.2389)	-1000	1000
MNXR16995	1 nadh_c + 2 h_c + 1 MNXM6044_c <==> 1 h2o_c + 1 MNXM6043_c + 1 nad_c	1185660.4.peg.2630	-1000	1000
MNXR17004	1 nadh_c + 2 h_c + 1 MNXM4298_c <==> 1 h2o_c + 1 MNXM4972_c + 1 nad_c	1185660.4.peg.2630	-1000	1000
MNXR17026	1 MNXM2498_c <==> 1 MNXM2798_c	1185660.4.peg.3096	-1000	1000
MNXR17153	1 nadh_c + 1 h_c + 1 MNXM5666_c <==> 1 h2o_c + 1 MNXM3152_c + 1 nad_c	(1185660.4.peg.180 or 1185660.4.peg.29 or 1185660.4.peg.2389 or 1185660.4.peg.3035 or 1185660.4.peg.3115)	-1000	1000
MNXR17265	1 MNXM1516_c + 1 h2o_c <==> 1 ethamp_c + 1 h_c + 1 MNXM3424_c	(1185660.4.peg.1053 or 1185660.4.peg.2892)	-1000	1000
MNXR17268	1 MNXM1516_c + 1 h_c + 1 cmp_c <==> 1 MNXM3424_c + 1 cdpea_c	1185660.4.peg.819	-1000	1000
MNXR17296	1 nadh_c + 1 MNXM1120_c + 2 h_c <==> 1 MNXM2283_c + 1 h2o_c + 1 nad_c	1185660.4.peg.974	-1000	1000
MNXR17297	1 MNXM1120_c + 2 h_c + 1 nadph_c <==> 1 MNXM2283_c + 1 h2o_c + 1 nadp_c	1185660.4.peg.974	-1000	1000
MNXR17649	1 nadh_c + 1 h_c + 1 MNXM5874_c <==> 1 MNXM5873_c + 1 nad_c	(1185660.4.peg.2234 or 1185660.4.peg.1548)	-1000	1000
MNXR17653	1 nadh_c + 1 h_c + 1 MNXM5870_c <==> 1 MNXM5869_c + 1 nad_c	(1185660.4.peg.2234 or 1185660.4.peg.1548)	-1000	1000
MNXR17657	1 nadh_c + 1 h_c + 1 MNXM5866_c <==> 1 MNXM5865_c + 1 nad_c	(1185660.4.peg.2234 or 1185660.4.peg.1548)	-1000	1000
MNXR17827	1 nadh_c + 2 h_c + 1 MNXM4528_c <==> 1 h2o_c + 1 MNXM5387_c + 1 nad_c	1185660.4.peg.2630	-1000	1000
MNXR17833	1 nadh_c + 1 h_c + 1 MNXM5558_c <==> 1 MNXM5522_c + 1 nad_c	(1185660.4.peg.1548 or 1185660.4.peg.2234)	-1000	1000
MNXR17835	1 nadh_c + 2 h_c + 1 MNXM4528_c <==> 1 h2o_c + 1 MNXM6560_c + 1 nad_c	1185660.4.peg.2630	-1000	1000
MNXR17903	1 coa_c + 1 h_c + 1 arach_c <==> 1 MNXM1429_c + 1 h2o_c	1185660.4.peg.2982	-1000	1000
MNXR17904	1 coa_c + 1 h_c + 1 ocdcya_c <==> 1 h2o_c + 1 lnlccoa_c	1185660.4.peg.2982	-1000	1000
MNXR17916	1 MNXM11473_c + 1 coa_c + 1 h_c <==> 1 h2o_c + 1 MNXM6496_c	1185660.4.peg.769	-1000	1000
MNXR17974	1 MNXM10616_c + 1 nad_c <==> 1 nadh_c + 1 h_c + 1 MNXM2968_c	(1185660.4.peg.3115 or 1185660.4.peg.3035 or 1185660.4.peg.2389 or 1185660.4.peg.29 or 1185660.4.peg.180)	-1000	1000
MNXR17999	1 nadh_c + 1 h_c + 1 MNXM3835_c <==> 1 MNXM6074_c + 1 nad_c	(1185660.4.peg.2389 or 1185660.4.peg.3035 or 1185660.4.peg.3115 or 1185660.4.peg.180 or 1185660.4.peg.29)	-1000	1000
MNXR18003	1 nadh_c + 1 h_c + 1 MNXM6125_c <==> 1 MNXM6882_c + 1 nad_c	(1185660.4.peg.29 or 1185660.4.peg.180 or 1185660.4.peg.3035 or 1185660.4.peg.3115 or 1185660.4.peg.2389)	-1000	1000
MNXR18214	1 h_c + 1 betald_c + 1 nadph_c <==> 1 nadp_c + 1 chol_c	(1185660.4.peg.180 or 1185660.4.peg.29 or 1185660.4.peg.2389 or 1185660.4.peg.3115 or 1185660.4.peg.3035)	-1000	1000
MNXR1991	1 coa_c + 1 h_c + 1 ocdcea_c <==> 1 h2o_c + 1 ocdce9coa_c	1185660.4.peg.2982	-1000	1000
MNXR20056	1 ppi_c + 1 amp_c + 1 MNXM21243_c <==> 1 MNXM16121_c + 1 btn_c + 1 atp_c	1185660.4.peg.3842	-1000	1000
MNXR2062	1 MNXM1051_c + 1 nad_c <==> 1 nadh_c + 1 h_c + 1 Sfglutth_c	(1185660.4.peg.677 or 1185660.4.peg.676 or 1185660.4.peg.767)	-1000	1000
MNXR22677	1 h_c + 1 MNXM2404_c + 1 nadph_c --> 1 MNXM2405_c + 1 nadp_c + 1 pi_c	1185660.4.peg.2630	0	1000
